nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Funpark,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,62,,https://www.google.com/maps/place/Funpark/data=!4m7!3m6!1s0x2e69c40800b699a5:0x735bb1e9c9c6d7cc!8m2!3d-6.5400327!4d106.8127947!16s%2Fg%2F1hm4mk_02!19sChIJpZm2AAjEaS4RzNfGyemxW3M?authuser=0&hl=id&rclk=1,-6.5400327,106.8127947,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6EWM5-HCrs8SCGMskanoR6IOvPN0AEy-bPndm6qk6dh05LSyi0l6c5PKFY14h009U5mICgnnfDVYwqYH2ySoDFrqzm9X_QIb07SuyhBsHsPz_9CTDH-ACkyOCXaJJ__6N2xo=w1200-h800
Wisata persawahan mulyaharja,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,79,,https://www.google.com/maps/place/Wisata+persawahan+mulyaharja/data=!4m7!3m6!1s0x2e69cf3a45774637:0x3e0522696c84a890!8m2!3d-6.6487225!4d106.7879094!16s%2Fg%2F11pzhcj4tf!19sChIJN0Z3RTrPaS4RkKiEbGkiBT4?authuser=0&hl=id&rclk=1,-6.6487225,106.7879094,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwx1XHVr7AlE4wwhX10acxTvCqcsxRIP6LG0yH7GJ1dRxgQu59XQ2j_6nhOXdynUqx31Z1fVFPwracrAKkGMV9vzT-CS49qxd5HYkI57ACOpCXWfIYoBLzUVOYE32bEOudyiRAE=w1200-h800
Wisata Panorama Pabangbon,Umum,Lainnya,Bogor Barat,Kota Bogor,4.0,1043,,https://www.google.com/maps/place/Wisata+Panorama+Pabangbon/data=!4m7!3m6!1s0x2e69db7617f7bc7f:0x5175ce57fb110064!8m2!3d-6.6187472!4d106.593819!16s%2Fg%2F11g020c75l!19sChIJf7z3F3bbaS4RZAAR-1fOdVE?authuser=0&hl=id&rclk=1,-6.6187472,106.593819,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrGj8Hua7mubthrlSRRXX3y5WaVb3AM9WR1rSaFdMJ3eJzMZ2poo72m6V22ygfKOCRQYnidPTcv3KVLrV37mq9tLSqYfrQW8XPzHJDVaF0klOohs4RM9XUICswLjMyeFG4bgU1=w1200-h800
Sawargiloka Waterland,Umum,Lainnya,Bogor Barat,Kota Bogor,4.4,818,,https://www.google.com/maps/place/Sawargiloka+Waterland/data=!4m7!3m6!1s0x2e69c55c9923b63d:0xe71e278a2aade2ad!8m2!3d-6.6206581!4d106.7415364!16s%2Fg%2F11crtym5_7!19sChIJPbYjmVzFaS4RreKtKoonHuc?authuser=0&hl=id&rclk=1,-6.6206581,106.7415364,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygYrh-YMUlbZ5zD2tNQfhurj0Umr1ZWAalne93TLqEsMgC7FADKonPR0BNy5LT-sFrRFCh32xinyyWp_U9GJMRXUVBJtbghCSTRqCMJefwNZ28Va74lBktgNX676gGH99jYqvs=w1200-h800
Taman Tanah Sareal,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.1,65,,https://www.google.com/maps/place/Taman+Tanah+Sareal/data=!4m7!3m6!1s0x2e69c54911ebf321:0xe940a524537fbcf7!8m2!3d-6.5618389!4d106.8005765!16s%2Fg%2F11k3j1d86n!19sChIJIfPrEUnFaS4R97x_UySlQOk?authuser=0&hl=id&rclk=1,-6.5618389,106.8005765,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjtjvmGCPu3sd1YHjtzC7ISVbbbfp8Ut0MFsPlrMKt8mOA07sHddX6NHj_-TRFm8L4IFwogvTVV1JIcXeZMoVbtGc1uXzzNlU90CYY8w0isg0eT42KZp8JAJfjLUDMPyRYj0qj=w1200-h800
Bogor Sky Garden,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,262,,https://www.google.com/maps/place/Bogor+Sky+Garden/data=!4m7!3m6!1s0x2e69c5dbd161e639:0x2ad005a486818b38!8m2!3d-6.6055954!4d106.7955341!16s%2Fg%2F11q1lsj5dk!19sChIJOeZh0dvFaS4ROIuBhqQF0Co?authuser=0&hl=id&rclk=1,-6.6055954,106.7955341,https://lh3.googleusercontent.com/p/AF1QipOKae3ySC1h5PHCO9ivJLEGzm8c1JnU5Ra8YDTN=w1200-h800
Alun-Alun Kota Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,5309,,https://www.google.com/maps/place/Alun-Alun+Kota+Bogor/data=!4m7!3m6!1s0x2e69c574e26d396d:0x98161550994480f9!8m2!3d-6.5945848!4d106.7915011!16s%2Fg%2F11rrrx1flh!19sChIJbTlt4nTFaS4R-YBEmVAVFpg?authuser=0&hl=id&rclk=1,-6.5945848,106.7915011,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe2Vc0mohRj1G7Q9OEdPIDv9uMo0FJkBP9PzdqO1RumVEfY-m4yY99qjdbfIuIdVVm8pIEZFGfSAE2p3DOaS9-kG6FWCTjUvQL2T18mdqoR9YZ4M1jLCZT29UomvVYH9-r_QvZ=w1200-h800
Taman Wisata Alam Gunung Pancar,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.0,4064,,https://www.google.com/maps/place/Taman+Wisata+Alam+Gunung+Pancar/data=!4m7!3m6!1s0x2e69c7791e515175:0x3f7386a4724f7630!8m2!3d-6.5805618!4d106.9036852!16s%2Fg%2F11bw3c7jgt!19sChIJdVFRHnnHaS4RMHZPcqSGcz8?authuser=0&hl=id&rclk=1,-6.5805618,106.9036852,https://lh3.googleusercontent.com/p/AF1QipOakQDMJ2XIeC9vquurBmsOkqE5-WMxSX60x_cc=w1200-h800
Taman Kaulinan,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,1997,,https://www.google.com/maps/place/Taman+Kaulinan/data=!4m7!3m6!1s0x2e69c5cc0032dd3f:0xc0cf32c67d70a8ea!8m2!3d-6.5921584!4d106.8003088!16s%2Fg%2F11c32m2qvh!19sChIJP90yAMzFaS4R6qhwfcYyz8A?authuser=0&hl=id&rclk=1,-6.5921584,106.8003088,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzrJcP88yHpm4KpfHnuswJR_i8t0QraQcNuKuz93hdG_I4PRfrKHzvRfbIU7p93EQMiSWCZyKX_ufqU0D29xrVsUNd7-XVGQ-Ifwse8XOVfcHX_H_y9HD6W_zse4uJELJxSKOcZQ=w1200-h800
Tugu Kujang Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.7,14628,,https://www.google.com/maps/place/Tugu+Kujang+Bogor/data=!4m7!3m6!1s0x2e69c5e100000001:0x1460e0034eb2eafc!8m2!3d-6.6014417!4d106.8050738!16s%2Fg%2F11bw1h8hqd!19sChIJAQAAAOHFaS4R_OqyTgPgYBQ?authuser=0&hl=id&rclk=1,-6.6014417,106.8050738,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqiHWxIaQPBY7RCSP-DLHbgIzabnx2DR53zxP1d2NT1QidGX255jDVqv-3o3Z_idERdMj0LWI7K6H1Tia4dLzPWZh4ZyLAnI8k2ExRzsX_OTA2umEuQg_mbun0BqHJ7XGQ06Tgnw=w1200-h800
Ecodome Kebun Raya Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,150,,https://www.google.com/maps/place/Ecodome+Kebun+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5de4a61e035:0xc8f6b3a903cd4cce!8m2!3d-6.59753!4d106.8027574!16s%2Fg%2F11f9d95498!19sChIJNeBhSt7FaS4RzkzNA6mz9sg?authuser=0&hl=id&rclk=1,-6.59753,106.8027574,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzojbtag2Qbkrf8DWz1QM-mQYL6RC9c-_6hOB3DJvj5ruKcUIB9VyCDAaO9cr7IzZXspGq4xzI9TmulcZa16aGi22zmOrThkAJTvcmKjFJb2R_n66lD-tqZGZ2LlTjjE2F3dx6K=w1200-h800
Taman Sempur,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,17294,,https://www.google.com/maps/place/Taman+Sempur/data=!4m7!3m6!1s0x2e69c5cc1ab57851:0x923a0054edb53cfc!8m2!3d-6.5917106!4d106.8008294!16s%2Fg%2F11g6s9vkj1!19sChIJUXi1GszFaS4R_Dy17VQAOpI?authuser=0&hl=id&rclk=1,-6.5917106,106.8008294,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyudVXGGlfy1ndmJJqVQWShuIGjkQeg_dpHPSnZYDAdEv5E2DtEq1pqje4vf0lFx2Dp45KgrrJnwjVLTNdEL2euCL1L1zsAR3tQo-pgx9u92LwI2Gn7GkT39penz6SJ_G81zmaqRg=w1200-h800
Katulampa Rafting Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,157,,https://www.google.com/maps/place/Katulampa+Rafting+Bogor/data=!4m7!3m6!1s0x2e69c660c46191c1:0x1243f72223e212b8!8m2!3d-6.5817014!4d106.8390387!16s%2Fg%2F11cmtbz7tc!19sChIJwZFhxGDGaS4RuBLiIyL3QxI?authuser=0&hl=id&rclk=1,-6.5817014,106.8390387,https://lh3.googleusercontent.com/p/AF1QipPycvSaUWYMA7X5xiZR3pA3jD7Vk99Fn2riTR5h=w1200-h800
Danau Ciomas Permai,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,365,,https://www.google.com/maps/place/Danau+Ciomas+Permai/data=!4m7!3m6!1s0x2e69c51093abfc85:0xc1fa62b1199adfc9!8m2!3d-6.599957!4d106.7549534!16s%2Fg%2F11f3bs09_f!19sChIJhfyrkxDFaS4Ryd-aGbFi-sE?authuser=0&hl=id&rclk=1,-6.599957,106.7549534,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaZaPn-NS7MCd4PcGnGykjYgx3s0X-cVX_WWbqYK00BUDeFrRORTQ9rzwbus7wojDxYfNJ7-sPXXc2Ni9jpkfcReWqM9kaI5b9Usfvq5ap5j9MvVDJl5c3yjsVh7T4IKt9x-M_4Q=w1200-h800
Puncak Pass Bogor-Cianjur,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,20346,,https://www.google.com/maps/place/Puncak+Pass+Bogor-Cianjur/data=!4m7!3m6!1s0x2e69b71c940bdf2d:0x73b17fadc2c83bec!8m2!3d-6.7054485!4d106.9941387!16s%2Fg%2F11fjygwnrz!19sChIJLd8LlBy3aS4R7DvIwq1_sXM?authuser=0&hl=id&rclk=1,-6.7054485,106.9941387,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjmDsN19ULTOCLT3KhQzo6feq1OhSP21_JG1ELutRILudMnFR9L6Ex22HqyGyxAyzPD8tY658By61owPYyyjD9J9r0HE4xDQsMwvSoPAGqV8r7pq_At0PD1UV7vNZ-Vtfn3P02=w1200-h800
JungleLand Adventure Theme Park,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,31215,,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,-6.5722214,106.8947026,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNniVw7vCfMNHijBCxIdJ09e2XokVPIkA_UmIApGGLGcQ7_TXcJpwaPdC0eLxll-uH_FdGut285OgE2xKX348SpXezscfo7O7WcBI6GZpb_thUh98BY6g_bvweUz1uelZG6nEd=w1200-h800
Danau Gunting Kebun Raya Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,274,,https://www.google.com/maps/place/Danau+Gunting+Kebun+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5c5af91b491:0x3921fb1f0d6678b5!8m2!3d-6.6003367!4d106.7978054!16s%2Fg%2F11byxfnq10!19sChIJkbSRr8XFaS4RtXhmDR_7ITk?authuser=0&hl=id&rclk=1,-6.6003367,106.7978054,https://lh3.googleusercontent.com/p/AF1QipOM6gPERsLlovFIj8jBeQzWC--OUZhlp_cKwF9T=w1200-h800
Kuntum Farmfield,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.5,5278,,https://www.google.com/maps/place/Kuntum+Farmfield/data=!4m7!3m6!1s0x2e69c8afbcd991af:0xaa9e0764f8512c63!8m2!3d-6.6416247!4d106.839718!16s%2Fg%2F1hc1l8fdc!19sChIJr5HZvK_IaS4RYyxR-GQHnqo?authuser=0&hl=id&rclk=1,-6.6416247,106.839718,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwd3t4kGdx2xzphFXBtTBoFbGj4UKCpjxDtIr-NAnXSGdgNf8KH_yS6uyHu5t0g9VuWyKMVv4qhH5p4NCRA6CZtpbhq6mxdDJt0ipdJ2qeTANJqRPC2HwffhlA1N0mxDbLs-_9w=w1200-h800
Museum Perjuangan Bogor,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.6,550,,https://www.google.com/maps/place/Museum+Perjuangan+Bogor/data=!4m7!3m6!1s0x2e69c5b153d2279b:0x96418d0f7688c579!8m2!3d-6.5930813!4d106.7879948!16s%2Fg%2F1q5hy626b!19sChIJmyfSU7HFaS4RecWIdg-NQZY?authuser=0&hl=id&rclk=1,-6.5930813,106.7879948,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykLbM-6a3hx7zECnqEXs2hL1IRvjplkvDF6oZScGCt1xNtEeakIFOat0W0-OZGQYtZqoruiDWnWftqfjUi07xg7K1RnfiOYA_N9ldUnXdD4eQOvJ6_0MgG_u9OyJlTNNsFCeJx=w1200-h800
Wisata Keluarga ERSUTO FARM Bogor,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.7,86,,https://www.google.com/maps/place/Wisata+Keluarga+ERSUTO+FARM+Bogor/data=!4m7!3m6!1s0x2e69c1eac555593f:0xd041d60e86eff427!8m2!3d-6.5021164!4d106.8195949!16s%2Fg%2F11m0t0_h9v!19sChIJP1lVxerBaS4RJ_Tvhg7WQdA?authuser=0&hl=id&rclk=1,-6.5021164,106.8195949,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysxMzHZ1HNe6l3576ZQYTk3mrhjUdL4yDq2bWQnyrRwdBZaa7NnZWp4kS-HuNdP5LAk50Axfd1oPWpUUeIIEtJHR7JW_JOIVuqV6IsnXicwDZmKNmgEdoeA9oqISguF72S3Vy_=w1200-h800
Inti Agro Wisata Edukatif Bogor,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,145,,https://www.google.com/maps/place/Inti+Agro+Wisata+Edukatif+Bogor/data=!4m7!3m6!1s0x2e69c4ed0efbbeff:0xb159f94a844810f5!8m2!3d-6.5701061!4d106.7568515!16s%2Fg%2F11c52_krg5!19sChIJ_777Du3EaS4R9RBIhEr5WbE?authuser=0&hl=id&rclk=1,-6.5701061,106.7568515,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNTgh1OYmHa0wbDO-J6QYWDGjz_bXGXBm_5N6kLTAW6y1eq0_qVsKaEQYOICmKfCEAsfTUMJKYcLoWA9pgDQcbku6DsD094tKtCwjNkmfk-tOhorJWwL0d7qOBidC_Xe_sQ_du=w1200-h800
Museum Nasional Sejarah Alam Indonesia,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.6,1313,,https://www.google.com/maps/place/Museum+Nasional+Sejarah+Alam+Indonesia/data=!4m7!3m6!1s0x2e69c5c7ecfdf1fb:0x3d21300babc6c190!8m2!3d-6.5991204!4d106.7940571!16s%2Fg%2F12lktc9jx!19sChIJ-_H97MfFaS4RkMHGqwswIT0?authuser=0&hl=id&rclk=1,-6.5991204,106.7940571,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJt0l3rYShDTEkbriZmIu3X9D4EPCWgdmiOhuQgdK2M-hI_tOFMkTkqx-fs73LpYvcJWbN2yp_AKLbk0ESDcdDYw5SoD8AV3QQ2sV51cHqvFo6XN7sGpcFOWVptfwQOl8OTgbL4g=w1200-h800
Taman Lansia,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,59,,https://www.google.com/maps/place/Taman+Lansia/data=!4m7!3m6!1s0x2e69c5c555555555:0xbe7a5558f347395c!8m2!3d-6.5962681!4d106.8056614!16s%2Fg%2F11clsfm1bc!19sChIJVVVVVcXFaS4RXDlH81hVer4?authuser=0&hl=id&rclk=1,-6.5962681,106.8056614,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxFXu5jGn4snyX8OdenyfHxG43F7xV7YKqhC0k98tzSVjNSqg6hkEW6-GFeMK6CszuQLqSl1kzUImbVn0BG1jNRzuL1bK6nVm7qgd_0c0j-mu_VSiI83sSz7qwKDkBcQzTkbHT=w1200-h800
Desa Wisata Pasireurih,Umum,Lainnya,Bogor Barat,Kota Bogor,4.2,40,,https://www.google.com/maps/place/Desa+Wisata+Pasireurih/data=!4m7!3m6!1s0x2e69cf87aa1689e5:0x28b16c00e00f07a2!8m2!3d-6.6318429!4d106.7617179!16s%2Fg%2F11byp855fh!19sChIJ5YkWqofPaS4RogcP4ABssSg?authuser=0&hl=id&rclk=1,-6.6318429,106.7617179,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytDrZVeoxq9wVOyeXcQXnIwgQypH_eGgbRANb83ktA9NOGtolplOHUtAbBJvakKIsBniXHGcqM8M8XlMxnstX6Irj8o4lrLk_9dARtn38r9F_wHIguO6Yi79titp_v4lDTpno=w1200-h800
Gunung Peyek,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.1,973,,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,-6.4298752,106.7000962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRj-NXbPo3aPKsAvFkuqYj_ddmF65qbGx9RGKc35CD5D4Py-DQhFgjTmdpZXdDHb-hjHf0GuCU_U30m9NVTfyRvJl-uLkkTy1Hp8h3mT3auQxzWYnabcCQ50pjTQqgEeGx9SVG=w1200-h800
Prasasti Batu Tulis,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.6,2320,,https://www.google.com/maps/place/Prasasti+Batu+Tulis/data=!4m7!3m6!1s0x2e69c80b1e4ec2f1:0x494fbc07f23d1437!8m2!3d-6.6236589!4d106.8089952!16s%2Fm%2F0cp08st!19sChIJ8cJOHgvIaS4RNxQ98ge8T0k?authuser=0&hl=id&rclk=1,-6.6236589,106.8089952,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhrAjCKG8s8ykgh2kY8D35SJGLjSkEuvGP-F-401ZFgjnXBU190QpUPPe7RrInW-53fsS2CC20C2-AY_7BmQz8B9jQHY3NWcjSSITuZRuNEjrIVw1p9OYNLZnlCOiM4fNirbVc=w1200-h800
Curug Sampireun Family Park,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.8,6,,https://www.google.com/maps/place/Curug+Sampireun+Family+Park/data=!4m7!3m6!1s0x2e69c59f40290289:0xda889973612c4b21!8m2!3d-6.6025968!4d106.7358374!16s%2Fg%2F11ry3dmqj2!19sChIJiQIpQJ_FaS4RIUssYXOZiNo?authuser=0&hl=id&rclk=1,-6.6025968,106.7358374,https://lh3.googleusercontent.com/p/AF1QipOSIPKMfo4smU_r_KcDAac0qtgG1ylpjL3jqv0t=w1200-h800
Museum Zoologi,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.5,6607,,https://www.google.com/maps/place/Museum+Zoologi/data=!4m7!3m6!1s0x2e69ec63f041ec69:0xa401b9fca8c9e168!8m2!3d-6.6036134!4d106.7969367!16s%2Fm%2F010hmry7!19sChIJaexB8GPsaS4RaOHJqPy5AaQ?authuser=0&hl=id&rclk=1,-6.6036134,106.7969367,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8ji6w8yjL6RHILogUOc8jik8Iq_hz7Rf7KmKpFJNWRmEJY6XJc1Z62fls3GGvL98_Q40ETOlEQprCWvbNgP9aKDbRteXs9zmgplyRssR_9eSRTe9GxQFM9Hpoj4_jky9az5GH=w1200-h800
Taman Ekspresi Sempur Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,170,,https://www.google.com/maps/place/Taman+Ekspresi+Sempur+Bogor/data=!4m7!3m6!1s0x2e69c54ea8b912c5:0xa8573d9f7fccc7e8!8m2!3d-6.5920743!4d106.8017117!16s%2Fg%2F11fpvbcssr!19sChIJxRK5qE7FaS4R6MfMf589V6g?authuser=0&hl=id&rclk=1,-6.5920743,106.8017117,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwIEJkJUudNQAydZkL_iuXWzRte7_6a5Ib4jkHxoI__m3tjzHIskLoaitm4X4YqZNHnzIzZn6aqCGyAFAICtjWDCvcGJYtf4lArEGHKHV2pmG7etAoYA_mk72NFQ86OGGss2FBh=w1200-h800
Taman Peranginan,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,1639,,https://www.google.com/maps/place/Taman+Peranginan/data=!4m7!3m6!1s0x2e69c43520ed6f4f:0x655239e7c444f3a2!8m2!3d-6.586952!4d106.7971666!16s%2Fg%2F11c0rtywnh!19sChIJT2_tIDXEaS4RovNExOc5UmU?authuser=0&hl=id&rclk=1,-6.586952,106.7971666,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfakwEblqRxEf-RzPldPEEXww8uI52EbCeZvxA5RjnvcXpF2SkZIIXO7iWIG8vQshCddkctavv0A3mf49XELRtJyf-85onQ87QIezQUWkphd9scn6AjqNy9RX9FKQx2JByLMSr=w1200-h800
Bukit Alesano,Alam,Wisata Alam,Bogor Selatan,Kota Bogor,4.0,946,,https://www.google.com/maps/place/Bukit+Alesano/data=!4m7!3m6!1s0x2e69ce7ff8bf3745:0x189a51db3c899c61!8m2!3d-6.7074452!4d106.7770772!16s%2Fg%2F11g7yctbkp!19sChIJRTe_-H_OaS4RYZyJPNtRmhg?authuser=0&hl=id&rclk=1,-6.7074452,106.7770772,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyMlxM6Fw-k_a60IrSkXNJWXXDS6BQ23PRXIjeVacRemvxD9aMu0FW7Xv2Bgl5tne1ahvEtCePnZhrluYazqy1gPa9tHk35JWSDUOrkDOifCD7k-Zfj1i9iMqsdbv1xjbfMvCEZw=w1200-h800
Wisata Edukasi TK SD di Bogor,Budaya,Wisata Budaya & Edukasi,Bogor Selatan,Kota Bogor,4.9,1615,,https://www.google.com/maps/place/Wisata+Edukasi+TK+SD+di+Bogor/data=!4m7!3m6!1s0x2e69c6eb1a26803b:0xf7a84ee1b7a1f68b!8m2!3d-6.5757239!4d106.8403557!16s%2Fg%2F11bymykydq!19sChIJO4AmGuvGaS4Ri_aht-FOqPc?authuser=0&hl=id&rclk=1,-6.5757239,106.8403557,https://lh3.googleusercontent.com/p/AF1QipP9OlKkUehCybvCvdocQzKWfqmj-H5TVeSdoEqD=w1200-h800
Dusun giok,Umum,Lainnya,Bogor Selatan,Kota Bogor,4.5,973,,https://www.google.com/maps/place/Dusun+giok/data=!4m7!3m6!1s0x2e69c91f12745eb3:0x2629c302ac629816!8m2!3d-6.6309662!4d106.8822746!16s%2Fg%2F11vf31lftk!19sChIJs150Eh_JaS4RFphirALDKSY?authuser=0&hl=id&rclk=1,-6.6309662,106.8822746,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSV4UEWPzw3wyusvVw2ChLezYLmbzO1eZ0_t_b0orTy9zJAn_J362xq0xcdBc9xwN297Wb7z9XAphSlxfCNzu0gY10KGCw_B2dhxYqZpOkfrrD5STNU9b4XwbrPKzkaP7l5J_TUg=w1200-h800
Taman Meksiko,Alam,Wisata Alam,Bogor Selatan,Kota Bogor,4.6,1978,,https://www.google.com/maps/place/Taman+Meksiko/data=!4m7!3m6!1s0x2e69c5c400d57233:0x1355d0edbbce6616!8m2!3d-6.6022434!4d106.8003444!16s%2Fg%2F1pzt8hvhy!19sChIJM3LVAMTFaS4RFmbOu-3QVRM?authuser=0&hl=id&rclk=1,-6.6022434,106.8003444,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYrl4hiAz-QALnp7fQ0eJGHLkJ-QwXRGFa43VpNC0S_vFShSY8Rjiujgglb1b1vVMvpVQ4BEz-z234fE20CQlC_-ezNSACjZQ90LYna6ukMDwEu0hk4TD-eWuP94uAmoLAAGMddQ=w1200-h800
Taman Heulang,Alam,Wisata Alam,Bogor Selatan,Kota Bogor,4.6,11928,,https://www.google.com/maps/place/Taman+Heulang/data=!4m7!3m6!1s0x2e69c43c4d9f6e9f:0x7494ee2a6fb643fa!8m2!3d-6.5697211!4d106.8022947!16s%2Fg%2F11ckkwkxs6!19sChIJn26fTTzEaS4R-kO2byrulHQ?authuser=0&hl=id&rclk=1,-6.5697211,106.8022947,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGiYhJY7uYP9QCp8sgjH-NYEDI-DbZO8r1DAm6Vf1osK51CReRNG4sykcNiv2_yt8HyuNAxq6TOgFMF-VM5DYDNnkvQQa60yPGLWOlqe3o63TF5LoIG_IbBj0loiph5G1HzdZEVQ=w1200-h800
Saung Kebon Awi,Umum,Lainnya,Bogor Selatan,Kota Bogor,5.0,20,,https://www.google.com/maps/place/Saung+Kebon+Awi/data=!4m7!3m6!1s0x2e69cfac5c4b3889:0x1f7c76b0d46057ad!8m2!3d-6.6461089!4d106.792703!16s%2Fg%2F11stllp4vy!19sChIJiThLXKzPaS4RrVdg1LB2fB8?authuser=0&hl=id&rclk=1,-6.6461089,106.792703,https://lh3.googleusercontent.com/p/AF1QipOx-i3R_XJP3kV9D-1wH92Qa7JSZ9_LDofV2iUi=w1200-h800
Kampoeng Air Katulampa,Budaya,Wisata Budaya & Edukasi,Bogor Selatan,Kota Bogor,4.4,868,,https://www.google.com/maps/place/Kampoeng+Air+Katulampa/data=!4m7!3m6!1s0x2e69c5d6ffffe90d:0x2b7cb917ddeaede4!8m2!3d-6.63321!4d106.8349609!16s%2Fg%2F1ptwflq7h!19sChIJDen__9bFaS4R5O3q3Re5fCs?authuser=0&hl=id&rclk=1,-6.63321,106.8349609,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzshRaC5I27I9QtHvtxlouBtnCaw_Ah7WLy3F70dBLRsuJDruXJqTiwtnUraSvnEud0un0l616KeiJw4AV8KqanJKauBbiOe1KNwP7IwVngmvK1b7WhOXoWswrwBQm8E_IxDgM35g=w1200-h800
Museum & Monumen PETA,Budaya,Wisata Budaya & Edukasi,Bogor Selatan,Kota Bogor,4.6,1697,,https://www.google.com/maps/place/Museum+%26+Monumen+PETA/data=!4m7!3m6!1s0x2e69c5cad48b2f63:0x1cc7fff1cbdf1d1c!8m2!3d-6.5851731!4d106.796318!16s%2Fg%2F1pzwxq7y0!19sChIJYy-L1MrFaS4RHB3fy_H_xxw?authuser=0&hl=id&rclk=1,-6.5851731,106.796318,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhkryfIEyO0I9kVEPBcHsozFK5blEufd9xbvmQv8SpLzasYowoarhxM5CHVwuhra_XmLO_5faXg4YsKiWzJnP6Y0FwpMS6IGC7oOSj7IZ7Plf53ac8KtgTLQE7pvdtbClk6z_yXg=w1200-h800
